site,user,review_target,review,score,max_score
Rotten Tomatoes,Jeffrey M. Anderson,The Take 2016,"This thriller begins with a strong, relevant idea -- using a fake terrorist attack to mask another crime -- but the poor storytelling soon demotes it to a forgettable throwaway.",2,5
Rotten Tomatoes,Deirdre Molumby,The Take 2016,"If you're looking for some quick, adrenaline-pumped entertainment - and clocking in at ninety minutes, it welcomingly abstains from a gratuitous running time - Bastille Day fits the bill.",2,5
Rotten Tomatoes,Jordan Farley,The Take 2016,The ever-watchable Idris Elba and a handful of muscular action sequences are scuppered by a flaky-pastry plot which badly misjudges subject matter warranting more considered exploration.,2,5
Rotten Tomatoes,Andy Lea,The Take 2016,"Bond and Bourne fans will notice the drop in budget, but this rollicking spy flick will fill a gap until Matt Damon returns to the spy game in July.",4,5
Rotten Tomatoes,Camilla Long,The Take 2016,"It doesn't have any pretensions at all, unless you count the mostly English cast, who resiliently pretend the film is an American action movie, with an American budget, for a whole 92 minutes.",4,5
Rotten Tomatoes,Craig D. Lindsey,The Take 2016,"The Take is one busy, busy action flick. It also does something I never thought could be done: It makes the consistently charismatic Idris Elba look unappealing.",4,5
Rotten Tomatoes,Stephen Danay,The Take 2016,"Ultimately, The Take makes a better case for itself as an extended TV pilot than as a film.",5.5,10
Rotten Tomatoes,Pablo O. Scholz,The Take 2016,"This film is pure entertainment, is like a great continuous pursuit by la Ville lumire, with the great Idris Elba. [Full review in Spanish]",5.5,10
Rotten Tomatoes,Javier Porta Fouz,The Take 2016,One of those thrillers in which the logic of the argument doesn't matter so much because of the effectiveness of the action scenes. [Full review in Spanish],5.5,10
Rotten Tomatoes,Todd Jorgenson,The Take 2016,The urban Parisian locales form an intriguing backdrop for an otherwise formulaic action thriller.,5.5,10
Rotten Tomatoes,Don Shanahan,Get Out,"To come right to the point, “Get Out” is an 104-minute living embodiment of a slow-burning WTF moment that just keeps growing with every new detail.",4,5
Rotten Tomatoes,Diana Tuova,Get Out,"An atmospheric, albeit strange, combination of The Stepford Wives (1972) and Guess Who's Coming to Dinner (1967), but also with some ""over-the-top"" horror in the mix and hardly offering anything new or subtle by the end.",3,5
Rotten Tomatoes,JD Duran,Get Out,"The experience of Get Out is unforgettable, and will hopefully provoke audiences to wrestle with why this material matters to so many. As a directorial debut, it’s hard to top what Peele does here.",3,5
Rotten Tomatoes,Benjamín Harguindey,Get Out,Get Out achieves something that few films of its ilk do: build a scary story with human pathologies instead of ghosts and monsters... [Full review in Spanish],7,10
Rotten Tomatoes,Jennifer Bisset,Get Out,"Peele's exciting new voice brought horror, laughs and deeply unsettling self-reflection.",7,10
Rotten Tomatoes,Fico Cangiano,Get Out,"One of the most original and refreshing films to hit the cinema in years. Jordan Peele's feature debut works as a smart dark comedy, satire and psychological thriller, touching on very relevant issues today. [Full review in Spanish]",4,5
Rotten Tomatoes,Norman Gidney,Get Out,Get Out is a razor-sharp horror movie with a wicked sense of humor and an adroit perspective.,8,10
Rotten Tomatoes,Brian T. Carney,Get Out,A penetrating analysis of racism in America.,8,10
Rotten Tomatoes,Keith Garlington,Get Out,"Peele clearly aims to make a movie that can be several different things at once, but I’m not sure any of the film’s multiple identities are all that strong.",2.5,5
Rotten Tomatoes,Brian Eggert,Get Out,Get Out is essential viewing for the socially conscious horror fan.,3.5,4
Rotten Tomatoes,Drew Dietsch,Get Out,Get Out is horror filmmaking at its absolute finest.,5,5
Rotten Tomatoes,Matt Brunson,Get Out,"Get Out is perhaps the best terror tale since the mid-2000s served up The Descent and Pan's Labyrinth, two masterworks that, like this one, have much more on tap than just creeping out audiences.",3.5,4
Rotten Tomatoes,Nathan Mattise,Get Out,"A film from a highly influential new filmmaker that makes audiences think deeply about life, but it does so through a uniquely conscious horror lens.",3.5,4
Rotten Tomatoes,Yasmin Omar,Get Out,Its sucker punch to the status quo has ensured it's impossible to forget.,5,5
Rotten Tomatoes,Michael J. Casey,Get Out,"Well told, impressively rendered, and creepy as all hell.",4,5
Rotten Tomatoes,Ian Brill,Get Out,"When that real-life horror flows into the film's fantastical premise, it's revealed how well first-time director Jordan Peele threaded the needle.",4,5
Rotten Tomatoes,Richard Crouse,Get Out,"Get Out is a horror film but like all great genre films it isn't just that. It could more rightly be called a social thriller, a film that looks at everyday ills - in this case racial tension - through the lens of a genre movie.",4,5
Rotten Tomatoes,Tony Black,Get Out,"A tense, creeping drama that gets under your skin, makes you laugh and then explodes outward in the most satisfying, pulpy of ways. Get Out is all of those things.",5,5
Rotten Tomatoes,Leo Brady,Get Out,"Get Out is a smart, quite funny, and startling picture, you just have to see it.",3.5,4
Rotten Tomatoes,Jordy Sirkin,Get Out,"With a perfect balance of terror and comedy, this smart, slightly-satirical look on society and racism is a well crafted film that dives even deeper than you expect.",3.5,4
Rotten Tomatoes,Tom Spoors,The Super Mario Bros Movie,"The Super Mario Bros. Movie features countless easter eggs set to a gorgeous score, but it unfortunately falls short whenever it needs to be an actual movie.",2.5,5
Rotten Tomatoes,Christina Newland,The Super Mario Bros Movie,"Without overplaying its hand, it hits all the major notes within the wild, inventive universe of block-breaking and Goomba-stomping.",3,5
Rotten Tomatoes,James Preston Poole,The Super Mario Bros Movie,The iconic plumber’s big screen re-do is a proud celebration of the character’s appeal.,4,5
Rotten Tomatoes,Calum Cooper,The Super Mario Bros Movie,"All movies exist to sell, but this exists to sell everything but the movie. It’s not a love letter – it’s soulless capitalism. The Super Mario Bros Movie is an imagination-free wasteland where cinematic storytelling goes to die.",1,5
Rotten Tomatoes,Ankit Ojha,The Super Mario Bros Movie,A specific sequence set across the streets of Brooklyn is a gorgeous nod to the 2D platformer aesthetic. It might be my favorite adaptation of the gamified visual look to the big screen since “Tron: Legacy.”,3,5
Rotten Tomatoes,Joonatan Itkonen,The Super Mario Bros Movie,"The Super Mario Bros. Movie, on the other hand, is so cynical and dated right out of the gate that it makes something as inherently positive as Mario feel just a tad distasteful.",1,5
Rotten Tomatoes,David Bax,The Super Mario Bros Movie,The Marvel Cinematic Universe playbook of wry comments instead of real humor has become the dominant form of “comedy” in present day Hollywood.,1,5
Rotten Tomatoes,Matt Pais,The Super Mario Bros Movie,Boasts terrific animation and eventually feels as exciting as watching someone else play a video game.,C+,A+
Rotten Tomatoes,David Griffiths,The Super Mario Bros Movie,Is The Super Mario Bros. Movie a great film? No. Is it worth going to see? Yes. Younger gamers will embrace it but older gamers maybe looking for a little more of a plot.,2.5,5
Rotten Tomatoes,Vera Wylde,The Super Mario Bros Movie,Scientifically designed in a lab for the broadest possible appeal and the least offense that could possibly be made.,2.5,5
Rotten Tomatoes,Jared Mobarak,The Super Mario Bros Movie,"I would have liked a story, but loosely connected action set-pieces within Nintendo's sprawling Mario-adjacent universe is still fun. This is an advertisement for new generations to board the bandwagon.",6,10
Rotten Tomatoes,Tomás Andrés Guerrero,The Super Mario Bros Movie,The Super Mario Bros. Movie is a homage to the most relevant Nintendo saga... [Full review in Spanish],3.5,5
Rotten Tomatoes,Daniel Baptista,The Super Mario Bros Movie,"The Super Mario Bros. Movie is a DREAM COME TRUE for lifelong Nintendo fans and PERFECT DOWN TO THE LAST PIXEL. With gorgeous animation and unforgettable music, Nintendo and Illumination have made a delightful family film filled with heart.",3.5,5
Rotten Tomatoes,Lee Zumpe,The Super Mario Bros Movie,"Its action, color, and silliness will appeal to kids while adult fans of the franchise will enjoy all the nostalgic connotations. It manages to tell a coherent, albeit forgettable, story with ample charm, thrills, and humor.",3.5,5
Rotten Tomatoes,Cris Parker,The Super Mario Bros Movie,Simple but effective for anyone who grew up with Mario in their lives.,3.5,5
Rotten Tomatoes,Rick Bentley,The Super Mario Bros Movie,"It is obvious that in an effort to appeal to a wide demographic, the movie fails on all counts because of a weak script, an over dependence on elements lifted directly from the video game and several voice casting mistakes.",C-,A+
Rotten Tomatoes,Manuel São Bento,The Super Mario Bros Movie,"Packed with fantastic references that will warm the hearts of those who lived and still live with Nintendo and Mario up close. Along with energetic action, dazzling animation and world-building, and iconic music.",A-,A+
Rotten Tomatoes,Courtney Lanning,The Super Mario Bros Movie,"If folks grew up playing the games (or still do), and already treasure everything Mario, this is a must-see movie. For everyone else, the mileage in their kart will vary.",A-,A+
Rotten Tomatoes,Zach Pope,The Super Mario Bros Movie,PHENOMENAL ANIMATION!  Short & Simple (too short if I’m honest) Chris Pratt is honestly PERFECT as MARIO (yes I’m as shocked as you) Jack Black might steal the show as BOWSER. But Brian Tyler’s SCORE is so GOOD,B,A+
Rotten Tomatoes,Calan Panchoo,The Super Mario Bros Movie,A rather forgettable affair.,6,10
Rotten Tomatoes,Kevin Carr,A Minecraft Movie,"Very much like the world of Minecraft, this movie is a scattershot of admittedly cool ideas with forced connective tissue. This makes it schizophrenic.. It was a mess. A fun mess, sure, but a mess none-the-less.",3,5
Rotten Tomatoes,Sebastian Zavala Kahn,A Minecraft Movie,"Older people will leave the cinema confused, but those who know something about the game will find a harmless experience that, in its opening scenes, displays an absurdist tone appropriate for the director of “Napoleon Dynamite”. [Full review in Spanish].",3,5
Rotten Tomatoes,Cory Woodroof,A Minecraft Movie,This is a pretty fun Jared Hess comedy for about 25-or-so minutes until it becomes … for the children. But that's okay! This generation's children also deserve something big and silly that will leave their parents utterly confused.,3,5
Rotten Tomatoes,Jay Hilotin,A Minecraft Movie,"While A Minecraft Movie doesn’t reinvent the genre, it lovingly crafts a fun, surprisingly thoughtful experience that feels true to the game’s spirit.",4.5,5
Rotten Tomatoes,Armond White,A Minecraft Movie,"A Minecraft Movie recaptures the innocence that Steven Spielberg has lost, especially in his own overwrought gamer film Ready Player One. Who could guess that a movie starring Jack Black would not be irritating?",4.5,5
Rotten Tomatoes,Rodrigo Perez,A Minecraft Movie,"...""A Minecraft Movie” is a profoundly empty, deeply dire experience, a hot trash pile of video game memes turned to life in hopes of exploiting popular I.P. and turning a buck.",D-,A+
Rotten Tomatoes,James Mottram,A Minecraft Movie,"In a world where movies based on video games do not often land, this one at least manages to level up.",3,5
Rotten Tomatoes,Dustin Rowles,A Minecraft Movie,"The whole thing is so aggressively ridiculous, so proud of its own nonsense, it makes American economic policy look coherent by comparison.And yet … it works but only, only, if you embrace the chaos.",3,5
Rotten Tomatoes,David Sims,A Minecraft Movie,"The film’s anarchy might reflect a lot of younger players’ first experience with Minecraft, where destruction can be just as fun as creation. Missing on the big screen, meanwhile, is the odd, remote atmosphere that drew me in.",3,5
Rotten Tomatoes,Robert Roten,A Minecraft Movie,"Overall, this is not a bad movie since the characters are all engaging. The actors turn in solid performances in this nonsensical story and make this movie tolerable. Art direction and production design are top notch. It's good looking harmless nonsense.",C,A+
Rotten Tomatoes,Alejandro Alemán,A Minecraft Movie,"Minecraft, the movie, is a completely derivative product, a commercial with a stunning lack of imagination and whose sole objective is to make the most money... [Full review in Spanish]",C,A+
Rotten Tomatoes,Surya Komal,A Minecraft Movie,"“A Minecraft Movie,” isn’t trying to reinvent the genre. It’s a vibrant, self-aware family film with just enough humor, heart, and chaos.",3,5
Rotten Tomatoes,Brian Tallerico,A Minecraft Movie,"“A Minecraft Movie” is quirky and goofy enough to make one wish it held together better overall, but it’s also a likable venture.",2.5,4
Rotten Tomatoes,M.N. Miller,A Minecraft Movie,"A Minecraft Movie looks great, but it’s overproduced to the point of becoming repetitive and redundant.",C-,A+
Rotten Tomatoes,David Griffiths,A Minecraft Movie,While adults will get a laugh here and there throughout much of the action and humour here is aimed at the younger audience members. That isn’t necessarily a bad thing – especially if you are looking for a way to entertain the kids for a while.,2.5,5
Rotten Tomatoes,Kiko Martinez,A Minecraft Movie,"Movies based on video games have never had a great track record in Hollywood, and A Minecraft Movie isn't an exception.",C-,A+
Rotten Tomatoes,Alejandro Turdó,A Minecraft Movie,"With a lot more to lose than to gain, A Minecraft Movie's end result is more than satisfying. Sure it is targeted at a younger audience,  but the inclusion of Jack Black and Jason Momoa proves to be an efficient hook for grown ups.",C-,A+
Rotten Tomatoes,Mark Kermode,A Minecraft Movie,"Jack Black and Jason Momoa together, they're okay; so it's perfectly unremarkable.",C-,A+
Rotten Tomatoes,Aglaia Berlutti,A Minecraft Movie,"Based on the famous game, “A Minecraft Movie” attempts to recreate the message about the limitless power of imagination. [Full Review in Spanish]",C-,A+
Rotten Tomatoes,Richard Brody,A Minecraft Movie,"It’s got enough personality to make me wish that Hess had had a still freer hand... Don’t mistake my curiosity for enthusiasm. I can’t recommend that anyone see A Minecraft Movie, not even a child.",C-,A+
Rotten Tomatoes,Eddie Harrison,Border 2018,"…a very strange high-concept piece…tricky, dank and obscure at times, it’s dealing with real world issues through decidedly downbeat fantasy...more than oddball enough to recommend to those who seek movies well outside the mainstream…",4,5
Rotten Tomatoes,Calum Cooper,Border 2018,"It’s an unpredictable pathway from its opening frame to its closing credits, taking us on a journey through harrowing moments contrasted with gorgeous cinematography and immaculate direction.",3,5
Rotten Tomatoes,Sarah Vincent,Border 2018,Melander and Milonoff are fearless actors in the way that they convey their characters’ joy and surprise in finally finding their match and being able to live fully as themselves.,3,5
Rotten Tomatoes,Nathan Mattise,Border 2018,"The mysteries of Border reveal themselves slowly from here, but each one ratchets up the film's stakes in a delightful manner.",3,5
Rotten Tomatoes,Jason Adams,Border 2018,"You ain't never seen nothing like it, folks. Hell you ain't never thought anything like it.",3,5
Rotten Tomatoes,Guillem Martinez Oya,Border 2018,A great film with a great script that question if it is necessary the social reproduction of our societies. [Full review in Spanish],4,5
Rotten Tomatoes,Richard Propes,Border 2018,"Border is without question one of the most rewarding cinematic experiences of 2018 and a film you absolutely, unequivocally will not forget about in the near future.",4.0,4.0
Rotten Tomatoes,Gisela Savdie,Border 2018,"Unique format, out of the ordinary, and marvelously disturbing [Full Review in Spanish]",4.0,4.0
Rotten Tomatoes,Tom Beasley,Border 2018,This is fantasy romance with a snarl of misanthropy and more bite than a vampire school reunion. It needs to be seen.,4,5
Rotten Tomatoes,Tom Kiesecoms,Border 2018,Wins over your heart as a 21st-century tonal poem that embraces the hybridity and plurality that radicalism seeks to thwart.,4,5
Rotten Tomatoes,Matt Cipolla,Border 2018,Border doesn't all fit together -- it even tries too hard to fall into place at points -- but its ambition matches its heart.,3.5,5
Rotten Tomatoes,Yasser Medina,Border 2018,This Swedish film by Ali Abbasi proposes a heartbreaking radiograph on the human species. [Full review in Spanish],7,10
Rotten Tomatoes,Steven Prokopy,Border 2018,"In many ways, it's the perfect genre film in its refusal to conform to any familiar tropes, instead opting to dip its misshapen form into several cinematic molds, only to shatter them.",7,10
Rotten Tomatoes,Ben Sachs,Border 2018,"I found this compelling as I watched it, though I don't feel I gained much from the experience.",7,10
Rotten Tomatoes,Javier Perez,Border 2018,"The ending, surprising for its particular hopeful message, is one of the strong elements of this wild movie. [Full Review in Spanish]",3.5,5
Rotten Tomatoes,Fernanda Solórzano,Border 2018,"In all groups there are individuals who act in ways that harm or benefit others, and this is how Border proposes itself in an intelligent and very creative way. [Full review in Spanish]",3.5,5
Rotten Tomatoes,Luis Fernando Galván,Border 2018,"Border is a fascinating movie, irresistible and intriguing because of its marginalization. [Full Review in Spanish]",4.5,5
Rotten Tomatoes,Zhuo-Ning Su,Border 2018,This original and mercilessly intense fairy tale is simply unmissable.,4.5,5
Rotten Tomatoes,Jeff Mitchell,Border 2018,"Abbasi, Melander, and Milonoff are not afraid to cross into bizarre territory.",3.5,4
Rotten Tomatoes,Barry Paris,Border 2018,"This is a strange, fantastic mix of romantic drama, magic realism.",3,4
Rotten Tomatoes,Noah Berlatsky,Wild At Heart,"Unless your heart is a big old lump of rock, you’ve got to swoon at least a little when Sailor serenades Lula with “Love Me Tender” at the close.",3,4
Rotten Tomatoes,Joe Lipsett,Wild At Heart,"Something of an desert noir/soap opera fever dream with completely over the top performances (MVP Diane Ladd). Cage and Dern are both incredibly hot, even if the film itself feels slightly disjointed and never truly comes together cohesively.",3.5,5
Rotten Tomatoes,Terry Francis,Wild At Heart,"Wild at Heart's materials are so thin that the Lynchisms appear to be the film's principal reason for being. As the film runs on, the flaws accrue.",2,4
Rotten Tomatoes,Rene Jordan,Wild At Heart,A film that seems like a grand practical joke. [Full review in Spanish],2,4
Rotten Tomatoes,Brian Eggert,Wild At Heart,"Accepting Wild at Heart as a flame-fueled story in a Lynchian technique helps to not only concur with the film's harshest critics, but also celebrate the very qualities they condemn.",3.5,4
Rotten Tomatoes,Chase Burns,Wild At Heart,"I have a hard time focusing during Lynch's films, but so many of Wild at Heart's extreme scenes stick with me.",3.5,4
Rotten Tomatoes,Matt Brunson,Wild At Heart,"I enjoyed it more back in 1990, though I'd be hard-pressed to recall exactly why -- viewing it now, it's only a marginally satisfying experience, with some potent set-pieces diluted by an almost juvenile predilection on Lynch's part.",2.5,4
Rotten Tomatoes,Nicholas Bell,Wild At Heart,"There is no denying the fun to be had with Wild at Heart. Its irresistibly charismatic leads draw you into Lynch's anything goes, 50s-inflected nightmare with an ease and insanity that's unlike anything put to film before or after.",4,5
Rotten Tomatoes,Yasser Medina,Wild At Heart,"I don't think at all that 'Wild Heart' is one of the great works of David Lynch, but I must say it is a wildly entertaining road movie about love, passion and freedom. [Full review in Spanish]",7,10
Rotten Tomatoes,Mike Massie,Wild At Heart,"Most of the time it's unquestionably disturbing, but every so often a hint of deeper meaning pokes through the strangeness.",7,10
Rotten Tomatoes,Leigh Paatsch,Wild At Heart,"A non-stop fun-fest that doesn't have tried to be groovy, but goes to great pains to make sure things stay that way.",3,5
Rotten Tomatoes,Jonathan Rosenbaum,Wild At Heart,"Perhaps the major problem is that despite Cage and Dern's best efforts, Lynch is ultimately interested only in iconography, not characters at all.",3,5
Rotten Tomatoes,Hilary Mantel,Wild At Heart,"The scattergun nastiness is, after a while, profoundly unaffecting.",3,5
Rotten Tomatoes,Sean Mulvihill,Wild At Heart,"Lynch brings forth a world where evil and weirdness coexist, the two being these obstacles that arise in the way of a romance unlike any other.",5,5
Rotten Tomatoes,Scott Tobias,Wild At Heart,"There's a spontaneous, anything-can-happen feeling to it that's the primary appeal of any road movie.",4,5
Rotten Tomatoes,Christopher Runyon,Wild At Heart,"A perverse, violent, nutso depiction of romance that even Bonnie and Clyde would shrug off as too hardcore for them.",B+,A+
Rotten Tomatoes,Dennis Schwartz,Wild At Heart,Should be perceived as a wicked comedy.,B,A+
Rotten Tomatoes,Ali Catterall,Wild At Heart,The result's mostly empty at heart and hollow on top.,B,A+
Rotten Tomatoes,Owen Gleiberman,Wild At Heart,"Even the title is a letdown, somehow.",C-,A+
Rotten Tomatoes,Owen Gleiberman,Wild At Heart,This winner of the Cannes Film Festival's Palme d'Or is a lunatic road movie seething with the same dark intensity that animates director Lynch's earlier work.,3,4
Rotten Tomatoes,Joshua Polanski,The Suicide Squad,"The Suicide Squad feels like the twilight of the age of superhero movies, making way for a new form of megablockbuster to exchange places.",3,4
Rotten Tomatoes,Joonatan Itkonen,The Suicide Squad,"Gunn’s script, while never as clever as it believes itself to be, is rarely dull. It might not linger in the mind the way it wants to, but there’s no denying that The Suicide Squad represents a step in a better direction.",3,5
Rotten Tomatoes,Sarah Vincent,The Suicide Squad,"It is a deeply political and culturally critical movie about the state of the world without ruining the fun. The movie plays with the callousness and dispensability of life sacrificed for the US government’s policies, which are not idealized",3,5
Rotten Tomatoes,Amy Smith,The Suicide Squad,"Gunn kept audiences on their toes with action that could have been ripped from the comic books, humor that was sharp and landed hit after hit, and still a surprising amount of heart that made it easy to cheer on these mischievous characters.",3,5
Rotten Tomatoes,Aditya Mani Jha,The Suicide Squad,"Gunn’s fans can dig into The Suicide Squad and its rejuvenation of the DC Universe — even if the movie, like its director, is more committed to a good time than a long time.",3,5
Rotten Tomatoes,Sean Axmaker,The Suicide Squad,"... funny, gory, energetic, and marvelously absurdist. What else would you expect from 'Guardians of the Galaxy' director James Gunn?",3,5
Rotten Tomatoes,Jillian Chilingerian,The Suicide Squad,Imagine Tarantino directed an R-rated version of the live-action Scooby-Doo film with a CGI shark and you get The Suicide Squad.,3,5
Rotten Tomatoes,Zach Pope,The Suicide Squad,"EVERYTHING I WANTED & MORE! It’s hilarious, entertaining, surprisingly emotional but brutal/bloody at the same time! James Gunn not just crafted one of my favorite comic book movies once again, he created a flat out Creative WACKY EXPERIENCE",3,5
Rotten Tomatoes,Manuel São Bento,The Suicide Squad,"The phenomenal cast elevates the overall picture with fantastic performances all-around, though Daniela Melchior's breakthrough performance is an absolute standout. James Gunn just can't seem to miss.",B+,A+
Rotten Tomatoes,Akos Peterbencze,The Suicide Squad,"The material is bonkers enough to let Gunn play with stereotypes, employ fresh visuals, and use this versatile cast to deliver crazy sequences that go overboard on purpose.",B+,A+
Rotten Tomatoes,Annie Banks,The Suicide Squad,"Cascading with carnage, The Suicide Squad is shamelessly silly and savage while tapping into gruesome imagination.",8,10
Rotten Tomatoes,Benjamin Wiebe,The Suicide Squad,"The Suicide Squad isn’t a subtle film, in its violence, or its themes. There is a lot to unpack with this film regarding the American prison system, American Interventionalism, and what it means to keep the peace.",A-,A+
Rotten Tomatoes,Adrian Ruiz,The Suicide Squad,"If you are looking for a film that improves on every misstep that its predecessors made, The Suicide Squad is that film. You will laugh, you will wince, you will aww, you may even cry, as you are sucked into the magic of a rated-R James Gunn film.",9,10
Rotten Tomatoes,Jonathan Garcia,The Suicide Squad,"Everything I'd hoped it would be: it was funny, shocking, violent — it was everything you'd want in a movie about expendable supervillains, and so unlike anything else we've seen in the genre.",4.5,5
Rotten Tomatoes,Wesley Lovell,The Suicide Squad,"It isn’t that you don’t believe the people in the film, but that the situations are so outlandish, they could have only originated on the comic page and that alone should be worth the price of admission.",3,4
Rotten Tomatoes,Cate Young,The Suicide Squad,"""There is so little that is new or surprising in this genre, that it takes true innovation to get anywhere close to the inventiness that makes these films truly sing.""",3,4
Rotten Tomatoes,M.N. Miller,The Suicide Squad,Ferociously funny and devilishly cool.,4,5
Rotten Tomatoes,Zoë Rose Bryant,The Suicide Squad,"The Suicide Squad is the most fun you’ll have at the movies all summer, as James Gunn serves up a gloriously gory and gut-busting superhero spectacle.",4.5,5
Rotten Tomatoes,Keith Garlington,The Suicide Squad,"Even with its flaws, the film has this uniquely raucous and chaotic pulse and once you get in sync with it you can’t help but have a good time.",3.5,5
Rotten Tomatoes,Erick Estrada,The Suicide Squad,A bad reheated dish simply prepared to consume before it expires... [Full review in Spanish],3.5,5
Rotten Tomatoes,Richard Propes,Madea Goes To Jail,Continues Perry's improvement as a filmmaker and will undoubtedly please his growing legion of fans.,2.5,4.0
Rotten Tomatoes,Micheal Compton,Madea Goes To Jail,"Until Perry decides one way or another what tone he is going to approach with his projects, the results will continue to be frustrating.",D+,A+
Rotten Tomatoes,Candice Frederick,Madea Goes To Jail,Unfortunately the movie isn't about Madea going to jail at all. That would have been a funny movie.,D+,A+
Rotten Tomatoes,Dustin Putman,Madea Goes To Jail,"A half-silly/half-moralistic story about how it is never too late to turn things around, ""Madea Goes to Jail"" is as wispy as whipped cream, but also as easy to consume.",2.5,4
Rotten Tomatoes,Tim Brayton,Madea Goes To Jail,"A tedious melodrama stuck on top of shrill comedy, and the two parts are both the worse off for the combination.",3,10
Rotten Tomatoes,Monika Fabian,Madea Goes To Jail,,3,5
Rotten Tomatoes,Neil Pond,Madea Goes To Jail,"Perry clearly knows what his fans like, and he gives it to them -- by the shovelful. But for those not so tuned to his talents, Madea Goes to Jail is two excruciating hours of hard time.",2,5
Rotten Tomatoes,Kit Bowen,Madea Goes To Jail,,3,5
Rotten Tomatoes,Kamal  'The Diva' Larsuel,Madea Goes To Jail,Madea's antics held me captive.,4,5
Rotten Tomatoes,Clay Cane,Madea Goes To Jail,"Madea is the antithesis of the moralistic soapbox Perry's movies stand on, which is why she is usually the enjoyable ingredient in his films.",C+,A+
Rotten Tomatoes,James Kendrick,Madea Goes To Jail,"if it doesn't work quite as well as some of Tyler Perry's previous efforts, it certainly isn't for lack of trying.",2.5,4
Rotten Tomatoes,Linda Cook,Madea Goes To Jail,I like Tyler Perry's movies best when the character of Medea isn't in them.,2.5,4
Rotten Tomatoes,Sean McBride,Madea Goes To Jail,Perry knows what his fans want (that would be Madea) and so his fans should be well-pleased by his latest film.,2,4
Rotten Tomatoes,Jim Slotek,Madea Goes To Jail,"It is, in short, not nearly as funny as Madea's Family Reunion, Perry's benchmark for freewheeling, low humour.",2.5,5
Rotten Tomatoes,Michael Dequina,Madea Goes To Jail,Pulliam lends the material emotional shadings that Perry does not write into the script himself.,2.5,4
Rotten Tomatoes,Jim Lane,Madea Goes To Jail,"[Tyler Perry's] talent, however heedless and untidy, is real...it's clear that he can make better movies than Madea Goes to Jail. The pity is that, with the enthusiastic audience he's already found, he may never feel the need to.",2,5
Rotten Tomatoes,Monika Fabian,Madea Goes To Jail,"The predictable, even absurd twists that the movie takes to reach its happily-ever-after conclusion are amusing, as are the smart-ass quips and disposition of Perry's popular alter ego.",3,6
Rotten Tomatoes,Melissa Anderson,Madea Goes To Jail,"As ridiculous as his films frequently are, Perry, a shrewd yet benevolent showman, knows and loves his audience.",3,6
Rotten Tomatoes,Ken Hanke,Madea Goes To Jail,"Hokey and ham-fisted, cheaply made and appallingly edited. Even good actors like Derek Luke and Viola Davis are at a loss to get past the dialogue and the characters.",2,5
Rotten Tomatoes,Jackie K. Cooper,Madea Goes To Jail,"Two movies for the price of one, but the comedy smashed against the drama makes the whole thing less entertaining",5,10
Rotten Tomatoes,Matt Neal,Fantastic Four,"Not as bad as you remember, thanks to some spirited performances, strong casting, a couple of cool sequences, and a vibe of campy fun.",3,5
Rotten Tomatoes,Mike Massie,Fantastic Four,"Though definitely not one of the best comic book concepts to end up on film, it still has heart and quite a bit of entertainment value.",7,10
Rotten Tomatoes,Danielle Solzman,Fantastic Four,Fox was never able to give the Fantastic Four the justice they deserve.,2.5,5
Rotten Tomatoes,Micheal Compton,Fantastic Four,"Fantastic Four suffers from being a film that can't decide whether it wants to cater to kids or adults, failing on both levels.",2.5,5
Rotten Tomatoes,Henry Northmore,Fantastic Four,"The kids will probably enjoy it, but you'll be left cold by its brash, blasé emptiness.",2,5
Rotten Tomatoes,Zaki Hasan,Fantastic Four,"A strictly-for-the-kiddies, enjoy-it-in-the-moment, forget-it-when-it's-over popcorn flick. What makes it such a disappointment is that ""The World's Greatest Comics Magazine"" deserved better.",2,5
Rotten Tomatoes,James Vance,Fantastic Four,"Aided by largely credible special effects, the four stars of Fantastic Four manage to make their movie worth seeing and give us reason to be optimistic for a more cohesive sequel.",2,4
Rotten Tomatoes,Jessica Baxter,Fantastic Four,"Fantastic Four is anything but, and should serve as an indication that maybe its time to put the brakes on the current avalanche of comic book adaptations.",2,4
Rotten Tomatoes,Jeffrey Lyles,Fantastic Four,Lee and Kirby built Marvel Comics on the foundation of the FF and it's no stretch to say this franchise could still be going strong a decade later with a better opening act.,6,10
Rotten Tomatoes,Julian Roman,Fantastic Four,"Fantastic Four is terribly miscast. It's poorly written, visually uninteresting, and worst of all, boring. The film drags considerably. There are huge gaps without any action and it brings the pacing to an unbearable crawl.",2,5
Rotten Tomatoes,Joshua Starnes,Fantastic Four,Fantastic Four is actually very true to its source material - often literally so - but generally misses the spirit entirely.,6,10
Rotten Tomatoes,Felix Vasquez Jr.,Fantastic Four,Some comics just shouldn't be turned in to movies...,6,10
Rotten Tomatoes,Cole Smithey,Fantastic Four,"Director Tim Story (""Barbershop"") sets an uneven tempo for the embarrassingly clunky script by Michael France (""Hulk"") and Mark Frost (""Storyville"").",C-,A+
Rotten Tomatoes,Urban Cinefile Critics,Fantastic Four,The film is made in the internet equivalent of capital letters and its simplistic morality stands out on the big screen more so than on the small page.,C-,A+
Rotten Tomatoes,Daniel Etherington,Fantastic Four,"An opportunity squandered by Marvel, which really needs to watch its quality control more closely.",2.5,5
Rotten Tomatoes,Amber Wilkinson,Fantastic Four,Four-play without any climax.,2,5
