site,user,review_target,review,score,max_score
Rotten Tomatoes, ,Mortal Kombat 2021,"Although some of the dialogue and acting leaves something to be desired, Mortal Kombat is somehow a very entertaining and action-packed film!",4,5
Rotten Tomatoes,Paul S,Mortal Kombat 2021,"The plot wasn't completely sound and it felt rushed at times, but overall, it was incredibly entertaining and I really enjoyed watching it. I definitely recommend it for action and video game fans!",4,5
Rotten Tomatoes,AARNAV V,Mortal Kombat 2021,"As a big fan of the Mortal Kombat games, I was a bit dissaponted with this movie but I like that is is rated r",2.5,5
Rotten Tomatoes,Ayu E,Mortal Kombat 2021,"best MK movie so far.
It has a definite story unlike many of the previous movies.",5,5
Rotten Tomatoes,ricci v,Mortal Kombat 2021,I love this movie.. maybe just like Karate Kid,4.5,5
Rotten Tomatoes,Julius B,Mortal Kombat 2021,Scorpion vs Sub-Zero! Hanzo Hasashi and Kuai Liang's Fight never gets old 🔥 ❄️,5,5
Rotten Tomatoes,Joseph A,Mortal Kombat 2021,"The opening scene was awesome.  Unfortunately it was all down hill from there.  Terrible casting , terrible story line and the plot made zero sense. The new main character was trash.  Hopefully the next one will be better.",1.5,5
Rotten Tomatoes,Kaleb B,Mortal Kombat 2021,The main character gets his ass kicked by a nobody in an MMA fight. Then goes toe to toe with kung lao. Get real. As a die hard fan of the o.g. movies and the stories of mortal kombat. This is a slap in the face. Character design was great and the fighting choreography was decent. they tell us this story like we are dumb and expect us to be okay with it.,0.5,5
Rotten Tomatoes,To F,Mortal Kombat 2021,"Enserió que decepción! Comienza muy bien la historia, con una pelea y bastante sangre. Va avanzando lento y salen personajes iconicos. Pero no logra destacar nada, ni historia, ni personajes, ni las peleas. Siento que solo que solo fue la introducción a algo más grande, espero que en la segunda parte sean peleas y peleas y mucha sangre.",3,5
Rotten Tomatoes,Naser T,Mortal Kombat 2021,One of coolest movie ever seen hope they would create a franchise DC and marvel if they create a movie franchise of mortal kombat it would be greater than marvel,5,5
Rotten Tomatoes,Thunder Y,Mortal Kombat 2021,Great movie had a fun time watching it . It looks great in everything the special effects the story if they make future project for mortal kombat it would make a greater franchise than marvel,5,5
Rotten Tomatoes,Mark B,Mortal Kombat 2021,"This Mortal Kombat movie is one of the best videogame adaptations. If you think different, it means that you didn't see really awful movies based on a videogame, like Assassin's Creed with Michael Fassbender and Warcraft directed by David Bowie's son",4.5,5
Rotten Tomatoes,Patrick F,Mortal Kombat 2021,"Very average, story and fighting are nothing special but the fatalities are somewhat satisfying.  Not as good as the original Mortal Kombat from the 90's but fans of the game I imagine will enjoy this movie.",3,5
Rotten Tomatoes,Lukw W,Sausage Party,"it's not a great movie, but it's not bad. It's just stupid fun, I laughed my ass off from this movie I love it. the ending left me speechless",3.5,5
Rotten Tomatoes,Patrick C,Sausage Party,I hated this movie so much and I really wanted to like it,1,5
Rotten Tomatoes,Nico I,Sausage Party,One of the worst movies of 2016,0.5,5
Rotten Tomatoes,Sonic the H,Sausage Party,I cant believe this is looks just like a kids animated film but it turns out for ADULTS?!?!?!? this is ridiculous,0.5,5
Rotten Tomatoes,D D,Sausage Party,"Literally the most cringeworthy film I've ever had the displeasure of watching. I never write reviews about movies, but this one is SO BAD I actually feel like I should be compensated for having to suffer through it.

I am going to burn the names of the people behind this film into my memory so I NEVER make the mistake of watching anything that has their name in the credits again. Jesus.

Making a terrible film isn't illegal but god I wish I could press charges.",1,5
Rotten Tomatoes, ,Sausage Party,"The critics are deluding themselves. I went in ready to laugh and hardly ever chuckled. On top of that, the movie is so aggressively vulgar (which I don’t mind by itself) that it makes vulgarity boring.",0.5,5
Rotten Tomatoes,Stephanie G,Sausage Party,Sucks so hard because I prefer to watch shopkins chef club and shopkins world vacation and shopkins wild and shopkins TV show and Moshi monster the movie and unikitty TV show and under the boardwalk movie instead,0.5,5
Rotten Tomatoes,help p,Sausage Party,"An adult animated comedy that takes the idea of food in a grocery store and turns it into an absurd, R-rated satire. The film follows a group of food items who discover the horrifying truth about what happens to them once they leave the store. Directed by Greg Tiernan and Conrad Vernon, the movie pushes boundaries with its crude humor, outrageous gags, and social commentary about life, religion, and the human experience. While it’s visually creative and full of shock value, the humor is often very over-the-top, and the constant reliance on shock tactics may turn some viewers off. If you're in the mood for something wildly inappropriate and willing to embrace its bizarre satire, Sausage Party delivers a fun, if sometimes crass, experience.",5,5
Rotten Tomatoes,Peyton m,Sausage Party,Why Did This Movie Exist? Just Why?!,0.5,5
Rotten Tomatoes,Victoria M,Sausage Party,THIS MOVIE CAME FROM HELL!!! SAUSAGE PARTY?! MORE LIKE STUPID PARTY!!!!,0.5,5
Rotten Tomatoes, ,Sausage Party,I would have done no stars it it would let me. I made an account just to rate this repulsive excuse for entertainment i have ever seen. This is complete trash. Ive seen thousands upon thousands of movies. And this is by far in my top 10 of worst movies I’ve ever seen.,0.5,5
Rotten Tomatoes,Eden M,Sausage Party,Probably the most funniest movie I've ever seen in my life!🤣🤣🤣🤣🤣🤣🤣,5,5
Rotten Tomatoes, ,Sausage Party,"I get that this is an adult cartoon, but that doesn’t mean it has to be extremely offensive.",1.5,5
Rotten Tomatoes,Ramon P,Sausage Party,The Worst Film in the world 1/10,0.5,5
Rotten Tomatoes,Blobbo  X,Sausage Party,"Blobbo not in synch with Seth Rogan sensibilities.   Movie designed for rebellious teen stoners,   (Especially young male post-pubescent virgin ones, think Blobbo.)",1,5
Rotten Tomatoes,D Jay Cee M,Sausage Party,"Review of ""Sausage Party"": A Culinary Catastrophe

""Sausage Party"" is a film that proudly boasts its status as an animated adult comedy, but it delivers little more than a relentless barrage of crude humor and gratuitous gross-out moments that leave viewers questioning not just the film’s creativity, but the very tastefulness of its existence. 

At its core, the film’s script resembles a disjointed food fight, where characters flail about, spouting shock value lines instead of constructing a cohesive narrative. The plot, ostensibly revolving around the existential crisis of grocery items that yearn to escape the confines of the supermarket and discover the truth about the outside world, quickly devolves into a series of nauseating gags and tasteless antics that serve no purpose beyond shock and disgust. 

What could have been a clever commentary on consumerism or the human condition is lost in a sea of tiresome one-liners and relentless expletives. The screenwriters appear more focused on pushing the limits of vulgarity than on writing dialogue or a storyline that resonates. Scenes designed to elicit laughter often fall flat, tinged more with discomfort than amusement. As characters fling themselves into absurd scenarios, it feels less like a comedic exploration and more like a desperate ploy for attention through sheer nastiness. 

With such a unique premise, one would hope for insightful satire or clever wit, but instead, we are met with a repetitive cycle of gross-out humor that feels like a stale fast-food platter served with a side of shame. Each twist and turn feels forced, as if the writers, perhaps contending with the limitations of their own creativity, resorted to a gratuitous reliance on shock value to mask a fundamentally hollow story. 

The animation, while visually vibrant, cannot rescue the film from the mire of its own poor storytelling choices. What unfolds is a lackluster experience where even the most vibrant characters—often based on food, a smart choice for visual appeal—fail to develop in any meaningful way. Instead, they are mere puppets to a script that meanders aimlessly while assaulting viewers with debased imagery.

In conclusion, ""Sausage Party"" is a tedious exercise in excess that revels in its own filth to the point of absurdity. It’s an unfortunate reminder that grasping for shock factor often comes at the expense of genuine humor and narrative cohesion. Rather than a whimsical exploration of food’s place in our lives, we’re served a rancid platter of cliches and distaste that ultimately leaves a bad taste long after the credits roll. Save yourself the trouble and skip this film—your palate and your sanity will thank you.",0.5,5
Rotten Tomatoes,Shilo Y,Sausage Party,"I watched lots of clips of it on YouTube, and it’s the one movie that is unhinged and brutal.",0.5,5
Rotten Tomatoes,Jackson G,Sausage Party,"They actually made an animated movie for adults that still feels like Pixar.
And they did it right.",4,5
Rotten Tomatoes, ,Sausage Party,One time I watched this movie,2.5,5
Rotten Tomatoes,Oscar W,Sausage Party,"Illegitimate film? Nah, a well directed comedic animation that had not only me, but also my friends laughing at its crude humour and dynamic scripture for an hour and a half.",3.5,5
Rotten Tomatoes,Horror fan 4,1066050-Party Girl,Nice cast but this movie was boring. Wasn't funny or interesting. Tim Treakle,0.5,5
Rotten Tomatoes,Massoud H,1066050-Party Girl,"I am revisiting Parker Posey's work in light of the renewed attention to her because of White Lotus. This film was entertaining and a fascinating time capsule. I did of course think certain things were silly in a bad way, but a lot of the silliness was very enjoyable. Overall, I enjoyed both the form and substance of the film -- both the superficial entertainment elements and the deeper portrait of a person and a place in time.",5,5
Rotten Tomatoes,Philip G,1066050-Party Girl,"Back when we GenXers were still young, beautiful, and wasted. Film meanders and is not really about much at all, but it is fun enough",3,5
Rotten Tomatoes,Steve D,1066050-Party Girl,Poesy makes it a lot of fun.,3.5,5
Rotten Tomatoes,Matthew D,1066050-Party Girl,"Parker Posey astonishes with her hilariously quirky humor and lovable personality.

Director Daisy von Scherler Mayer's romantic screwball comedy Party Girl (1995) is a bizarre time capsule of the 90's with erratic characters, offbeat humor, funny references, and a unique style all its own. I adored Parker Posey as the down on her luck heroine Mary. Party Girl feels like a riff on Audrey Hepburn's Breakfast at Tiffany's meets a Cary Grant screwball comedy. I can see Party Girl having an influence on later comedies like Romy and Michele's High School Reunion, Legally Blonde, or Uptown Girls. Party Girl is playful with a 90's charm and chaos from the killer dance music soundtrack to the mesmerizing mismatched clothes that are to die for on Parker Posey.

Writers Daisy von Scherler Mayer, Harry Birckmayer, and Sheila Gaffney write a cute romantic comedy relationship, dumb girl proves she's a smart and capable young lady narrative, and tons of fun side stories for the supporting cast. Party Girl should be seen for Parker Posey, but she's also delivering these crazy written lines that are clever, hip, and refreshingly manic. They both praise the efficiency and mock the sexist intentions and simplicity of the Dewey Decimal System. I like how they use it as an organizational tool, comedy gag, and a metric for how disorganized Mary's life is in the beginning to how she matures currently in the end.

Casting director Caroline Sinclair did a great job getting Parker Posey as Party Girl's lovable lead actress and finding playful guys in the supporting cast. I appreciate how diverse the cast is too with white, black, hispanic, and arabic actors and actresses throughout Party Girl.

Parker Posey is a scream as the broke socialite as aspiring fashion designer Mary, forced to be a librarian for cash, until she realizes that's what she wants. She feels earnest in her quest for a serious and satisfying career, while also seeking passionate love and understanding. Parker is so strange, but I really love her bubbly personality, weird line delivery, and sweet sincerity. She delivers hilarious sarcastic comments, crazy singing, playful dancing, flirty one liners. Posey is one of my all time favorite actresses. Parker Posey and Reese Witherspoon are the funniest actresses of the 1990's, so it's a sheer delight to see her be a funny lead heroine in her own screwball romantic comedy. Parker is simply drop dead gorgeous, adorably cute, fashionable, and hysterical in Party Girl.

Anthony DeSando is hilarious as Mary's sarcastic gay clothes designer friend Derrick. Guillermo Díaz is a riot as the sympathetic DJ Leo. His crazed searching for vinyl and desperately seeking a club gig is fun like his flirting with Nicole Bobbitt's pretty dancer Venus. Donna Mitchell's alcoholic club owner and Motorhead fan Rene is a real scene stealer. Liev Schreiber is excellent as the pathetic English loser Nigel, who is both a bartender and bouncer for Rene's happening club. He's such a creep.

Omar Townsend is super endearing as the sincere romantic hero Mustafa. His falafel vendor and aspiring teacher make for an unusual and original romantic comedy partner for Parker Posey's quirky Mary. Sasha von Scherler is great as the mean and judgmental librarian Judy Lindendorf. Her dismissive godmother to Mary is a neat foil for Parker to bounce Mary's frustrations out on in Party Girl. Becky Mode is another fun foil as Ann. I liked Simon Verhoeven's appearance as Kurt too. All the other dancers are fun to watch in the clubs with their spirited dancing.

Editor Cara Silverman does a great job with providing a brisk pace and tight cut for Party Girl's slick 94 minutes. She does not waste a moment getting to the next oddball joke or cute romantic encounter. She'll slickly splice together dance montages, furious asides for Mary's frustrations, playful flirting, to Mary's fervent book sorting in the library. Cinematographer Michael Slovis gets really creative with his spinning and panning shots. His close-ups on Parker are lovely and captivating, but I kept getting surprised by his inventive camera perspectives and movements throughout Party Girl. It's quite well shot.

Production designer Kevin Thompson's spacious apartments, square library, and dingey nightclubs make New York come alive with a 90's flair. Set decorator Jennifer Baime's colorful set decoration leaves records, philosophy books, and designer clothes everywhere. Composer Anton Sanko's music is perky with lively music for each scene. I really was pleased with the eclectic 90s dance soundtrack. It's such an accurate time capsule for the mid 90's popular songs you'd actually hear in a dance club then. I screamed with joy when Deee-Lite started playing during Leo's DJ set!

Costume designer Michael Clancy's outrageous outfits for Parker Posey are practically a character in Party Girl. Every shot of Parker sees her in a new colorful, mismatched ensemble of designer shirts and dresses. Parker's long brunette bangs and straight black hair looks amazing. She makes for a chic librarian by the end.

In all, Party Girl is a vivacious comedy and sweet romance story led by a bubbly Parker Posey in a magnetic heroine performance!",5,5
Rotten Tomatoes,Karl O,1066050-Party Girl,Unwatchable performances. After watching a lot of flapping around I quit after 10 minutes. Charmless and terribly dated.,1,5
Rotten Tomatoes, ,1066050-Party Girl,"This might be one of those films that still gets added to my collection even though it lacks a good story, interesting themes, etc. but because it is still fairly likable and brimming with the atmosphere of a niche underground and probably bygone culture. Parker Posey is obviously the film's main highlight.",2.5,5
Rotten Tomatoes,C.C. R,1066050-Party Girl,Parker Posey is perfect in this role. The soundtrack is great too.,5,5
Rotten Tomatoes, ,1066050-Party Girl,"Parker Posey stars as an all-nighter, Mary in the big city but her life seems to be going nowhere for the most part 
because of a recent rave she hosts Mary ends up getting arrested and must find a way to pay for her income as well as her lifestyle
she decides to get a job as a librarian and prove she can actually make something for herself
Omar Townsend plays a charming Lebanon food vendor who takes quite the liking towards her, being a teacher he can't go any further 
Mary's life pretty much plays out like a library of books that's out of order; if it isn't organized the system falls apart as does everything around her 
Maybe working as a librarian will help run some of the intelligent literacy Mary desperately needs, she's so worried she's not qualified for anything she may end up like her mother 
Even her Aunt Judy nudges her to absorb some education to stop ruining her life filled with mistakes and excessive partying 
It's only after Mary gets a taste of reality she switches from the all-nighters to focusing on acquiring life skills 
Yes we can stay out all night but sooner or later we have to set goals for ourselves down the line, life can still be a party as long as we can still teach ourselves what others can teach, most librarians who are women have fought long and hard to make the establishment organized but also accessible to everyone willing to learn 
This is Parker Posey's movie truly being an inspiration for any young woman or person to be something wanting to not be lost in life 
She is a diva but also somebody not completely devoid of capable thought and higher-learning
It's hip, sexy, filled with rocking beats of the era, and has a lesson of books opening up our minds to passions and dreams that would rarely come to us on our own 
Posey is a lot of fun and so full of energy in this early indie flick",4,5
Rotten Tomatoes, ,1066050-Party Girl,How does Parker Posey follow Party Girl? - with Dinner at Fred's. Two of the best films of the nineties.,5,5
Rotten Tomatoes, ,1066050-Party Girl,"Even though this movie veers sharply from comedy to drama, it hits every curve just right. Party Girl is an excellent movie with enough attitude to effectively tell the story of Mary's efforts to turn her life around.",5,5
Rotten Tomatoes,david f,1066050-Party Girl,Doesn't date well but has a likable main character who likes to party until she finds some meaning in her life as a librarian.,2.5,5
Rotten Tomatoes, ,1066050-Party Girl,Have watched this countless times over.,4,5
Rotten Tomatoes, ,1066050-Party Girl,"This is a fun movie and a must see for any librarian. It is basically ""Breakfast at Tiffany's"" if it were set in the '90's. I love the oranges and peaches scene.",3,5
Rotten Tomatoes, ,1066050-Party Girl,"20+ years later, this movie is still fun --- and now interestingly dated! Parker Posey once ruled the world!",3.5,5
Rotten Tomatoes, ,1066050-Party Girl,Socialite becomes a reluctant librarian assistant after misadventures lead her needing to repay bail money after a busted party. Likable film owing greatly to Parker Posey's charm. Became a short-lived tv series which ran four episodes.,2.5,5
Rotten Tomatoes, ,1066050-Party Girl,Good movie and she had some resemblance with Jennfier Garner look like his twin sister,3.5,5
Rotten Tomatoes, ,1066050-Party Girl,"It has a great soundtrack, and it does capture the essence of downtown NY living in the mid-90s.",4,5
Rotten Tomatoes,Frances H,1066050-Party Girl,"This film was absolutely adorable! Parker Posey was the perfect girly to play this role. As someone who used to work in a small town public library, I found this movie particularly amusing.",3.5,5
Rotten Tomatoes, ,1066050-Party Girl,"A quirky, inventive comedy, that comes off as sincere and lovable, as the lead character. Parker Posey ruled the indie films of the nineties, starring in 32 indie films throughout the decade and gaining the nickname ""Queen of the Indies."" She earns that moniker as the misadjusted misanthropic Gen X party girl Mary. The film starts with a party scene in a New York loft, occupied by all manner of outcasts, including drag queens, bare chested men and glitter covered twentysomethings. The film itself is a look at that generation, at being lost, without a job or a purpose when the world is waiting with an outstretched hand. Mary is a party girl, but not a dolt headed nymphet. She makes money in the beginning of the film running a business, a business based on gluttony and freedom, partying away the shame and indulgences of youth. The film distances itself from that lifestyle, and shows that you can love the world of parties and clubs while reaching a goal for the rest of your life. Mary is neither empty headed nor inherently unambitious, and as she interacts with the different people of her life, (everyone from the New York City public librarians, friends, club promoters, and a food truck vendor) we realize she is multi-faceted. The film reeks of indie in the best possible way. The music is nineties' club music the entire way through, the film itself has nice long shots, no quick cuts, and manages to bring each relationship into focus. This film cemented Parker Posey as the ""it girl"" of the era and led to a short lived sitcom on Fox. Mary is a candid and earnest character, and simply watching her shift between intense intellectual prowess and party girl proves to be the main interest of the film. Simply one of the best indies of the decade, with one of the best actresses in the lead role.",4,5
Rotten Tomatoes, ,Mortal Kombat,"Wonderful cult-classic martial arts film that featured some of the best fight choreography of its time and easily ranks as one of the most enjoyable, rewatchable movies based on a video game!",5,5
Rotten Tomatoes,Duaine W,Mortal Kombat,As a diehard mortal kombat fan I have to say this is one of the best video games movies it captures the games quite well and each character felt very close to there game equivalent I would definitely recommend it if you're someone who played the games before,4,5
Rotten Tomatoes,justin c,Mortal Kombat,"Its kinda a cult classic and the fight scenes are pretty awesome. Its dark, funny, intense, and just a kickass movie",5,5
Rotten Tomatoes,SkyRo P,Mortal Kombat,"The 1995 film ""Mortal Kombat"" was released to mixed reviews, but I found it to be a reasonably enjoyable flick. While it may not be a top-tier cinematic masterpiece, it certainly provided fans with a satisfying glimpse into the world of Mortal Kombat and its iconic characters.

I understand that the film has faced significant criticism from both critics and fans alike, mainly because it didn't fully capture the essence of the source material that many were hoping for. However, I believe it was decent enough not to deserve a negative rating. It does a fair job of embodying the spirit of ""Mortal Kombat,"" and while some characters could have been better developed, the franchise has since moved forward with newer iterations that have offered more depth and credibility to its characters.

In conclusion, while the original may have its flaws, it laid the groundwork for the franchise and paved the way for future adaptations that have improved on its legacy.",2.5,5
Rotten Tomatoes,Giovanni B,Mortal Kombat,Great movie adaption of a video game. Follows the plot points of the game pretty closely and is just all around a good fun movie to watch.,5,5
Rotten Tomatoes,Yoshi boo og W,Mortal Kombat,Is good I like this,5,5
Rotten Tomatoes,T W,Mortal Kombat,"By the time you finish that kick-ass opening and enter the movie, you know you are in for an epic video-game adaption that will defy your expectations.",4,5
Rotten Tomatoes,Adrian E,Mortal Kombat,This movie is a classic,5,5
Rotten Tomatoes,João V,Mortal Kombat,"Esse filme pode ter envelhecido mal, mas é bem divertido. 
E pelo mal envelhecimento, têm partes que tiram riso, por serem toscas.",3,5
Rotten Tomatoes, ,Mortal Kombat,I hope this will be the good movie for kids.,5,5
Rotten Tomatoes,Henry C,Mortal Kombat,"If you want a more gory take on the mortal kombat game
 see the 2021 adaptation if that is your type of action film this Is a really good game turned into movie film and we cannot forget the iconic soundtrack  and cast",5,5
Rotten Tomatoes,Amir S,Mortal Kombat,"A perfect movie for a perfect video game. You just want to shout at the top of your lungs ""Mortal Kombat""!!!.
Plot, characters and crazy action. Recommended for viewing.",5,5
Rotten Tomatoes,Byron H,Mortal Kombat,"3/4 The best Video Game Film of all time.   Well made, well acted, especially for the time (1995) when these films were frowned upon.",3,5
Rotten Tomatoes,Joaquin R,Mortal Kombat,The Mortal Kombat movie is one of the greatest video game movies of all time and you can't tell me otherwise.,4,5
Rotten Tomatoes,Ryan S,Mortal Kombat,Classic movie with some mediocre acting. Still watching it every time I come across it on TV.,3.5,5
Rotten Tomatoes,Joel D,Mortal Kombat,"I understand it was the early 90s and CGI was nowhere close to what it is today but I had more issues with the bland plots in general. A lot of hype with not much follow-through. Not to mention Raiden's always been my favorite character in the game and they hardly give him any play in the plot, let-alone actually wearing his dope outfit. 
Definitely a victim of Hollywood's own ""individual"" vision of cinema that has/had plagued fandom for as long as I can remember. This goes for MK annihilation as well btw",1.5,5
Rotten Tomatoes, ,Mortal Kombat,My theater played the wrong movie. The 2021 version was shown.,1,5
Rotten Tomatoes,Graham M,Mortal Kombat,"A very well-done adaptation of the arcade game. Even though some of the favorite characters, like Sub-Zero and Scorpion, are put to the wayside and have their stories changed, the main cast is well-written and played well. And even though the darker and more violent tone of the game is dulled down, the vibe of the movie is distinct and memorable. It would not be unreasonable to call Mortal Kombat the best videogame to movie adaptation.",4,5
Rotten Tomatoes,Mr. G,Mortal Kombat,Best movie ever. Flawless Victory,5,5
Rotten Tomatoes,Me D,Mortal Kombat,"What makes this movie one of the best movies of all time is that it’s so corny, so silly, so dumb with amazingly bad acting.",4.5,5
Rotten Tomatoes,Ads T,Et The Extraterrestrial,"As a kid, I loved E.T. I had posters, a wind-up toy, the storybook. There was something really endearing about that family friendly alien- despite what he looked like! ( I read somewhere that Harrison Ford referred to the character as ‘that ugly fuck’).
The film was a magical study on childhood and as a 7 year old, I could totally relate to Elliot and his willingness to own E.T. as an almost exotic space pet.
20 years later, I took my girlfriend to watch the anniversary release of the film but as wonderful a film it was, I was probably too much of a cynical adult to truly enjoy it.
So when and where you were when you first saw this film is perhaps more suited to the spirit of movies in the late70s and early 80s.
Looking at the remastered treatment now, I am not sure which scenes of E.T. are CGI.
The film certainly weaves a spell and every scene is perfectly shot and performed.
Dee Wallace as the sympathetic yet overburdened mother was my secret crush and the story is imbued with two of Spielberg’s greatest qualities- humour and heart.",4.5,5
Rotten Tomatoes,Brent A,Et The Extraterrestrial,"70% rating ... Solid Spielberg magic. Excellent directing and solid storyline. From a technical standpoint, the film does a good job. Overall, worth watching for sure, but not necessarily something I'd get excited for and re-watch numerous times as an adult.",3.5,5
Rotten Tomatoes,Mary B,Et The Extraterrestrial,"E.T. holds deep nostalgia for many people. It’s one of those rare films that perfectly captures the magic and wonder of childhood. The bond between Elliott and the alien, paired with a beautifully executed coming-of-age story, makes it both heartwarming and deeply emotional—a true tearjerker. Spielberg has a unique ability to evoke raw emotion through poignant, powerful scenes, and the soundtrack complements the film flawlessly. Anyone who trashes this movie clearly lacks an appreciation for great storytelling, and frankly, I question their emotional depth. It’s disappointing that the audience score is so low—some people just don’t recognize good cinema when they see it.",5,5
Rotten Tomatoes,Cat M,Et The Extraterrestrial,"E.T. the Extra-Terrestrial (1982) – A Timeless Masterpiece

Steven Spielberg’s E.T. the Extra-Terrestrial isn’t just one of the best sci-fi films ever made. It’s one of the most heartfelt and magical movies of all time. Blending adventure, emotion, and wonder, E.T. tells a story that goes beyond aliens and spaceships. At its core, it’s about friendship, love, and the longing for home, making it a film that resonates across generations.

From the very beginning, E.T. stands out because of its perspective. Instead of a traditional alien invasion story, it focuses on a lost, gentle creature and the young boy who finds him. Elliott, played beautifully by Henry Thomas, is a lonely kid struggling with his parents’ divorce. When he discovers E.T., their bond becomes more than just a boy-and-his-alien tale. It’s about two lost souls finding comfort in each other. Their friendship is pure, heartfelt, and incredibly moving, creating one of the most emotional connections in film history.

What makes E.T. even more special is how Spielberg tells the story. The film is shot mostly from a child’s point of view, making the world feel bigger, more mysterious, and full of wonder. The cinematography, combined with the warm lighting and Spielberg’s signature storytelling, creates an atmosphere that feels both nostalgic and timeless. Every frame is carefully crafted to draw audiences into the magic of childhood, where bicycles can fly and the impossible feels real.

Of course, E.T. wouldn’t be the same without its legendary score by John Williams. The music elevates every moment, from the quiet emotional scenes to the thrilling chase sequences. The soaring theme during the bike-flying scene is nothing short of iconic, making the audience feel the exhilaration and joy of that moment. Williams’ score doesn’t just complement the film. It defines it.

For 1982, the special effects were groundbreaking. E.T. himself, created with a mix of animatronics and puppetry, felt incredibly real. His expressive eyes, glowing heart, and small, gentle movements made him one of the most beloved creatures in cinema. Unlike many sci-fi movies of the era that relied on flashy effects, E.T. focused on emotional realism, making audiences believe in the alien’s existence on a deeper level.

Beyond its technical brilliance, E.T. carries a universal message of love, kindness, and the fear of saying goodbye. The film’s ending is one of the most emotional moments in cinematic history, reminding us that even when we part ways with the ones we love, they never truly leave us.

More than four decades later, E.T. still holds up as a masterpiece. It’s a film that transports viewers back to childhood, where adventure and wonder filled every corner of life. Whether you’re watching it for the first time or the hundredth, it has the same effect. It makes you believe in the magic of storytelling.",5,5
Rotten Tomatoes,Albertshubrook A,Et The Extraterrestrial,Perfect film. Would recommend to anyone,5,5
Rotten Tomatoes,TROY S,Et The Extraterrestrial,"E.T. THE EXTRA TERRESTRIAL, in my opinion, is a very touching movie about a special friendship for all ages that will warm your heart and make you cry.",5,5
Rotten Tomatoes,Nils B,Et The Extraterrestrial,"A wonderfully touching story of love, caring, wonder, and friendship. When it hit theatres, it struck audiences all over the world with amazement as they were taken on a roller coaster ride of emotions even though the extraterrestrial should not have been very relatable. Steven Spielberg managed to touch the heart strings of most with this one. He has made a lot of wonderful films that could be classified in several different genres. This film, though not as poignant and educational as Schindler's List or as exciting as Jaws, remains a candidate for his best film ever and can be enjoyed by people of all ages (in my opinion).",5,5
Rotten Tomatoes,Jessica D,Et The Extraterrestrial,This film made me cry and laugh. The world would be nothing without this flick. I think every child and adult should look at this film and aspire to make friends with people who are in sorrow.,5,5
Rotten Tomatoes,David C,Et The Extraterrestrial,Esta es una de las mejores películas de Steven Spielberg la trama es buena la historia es muy bonita,5,5
Rotten Tomatoes,SkyRo P,Et The Extraterrestrial,"""ET,"" a timeless classic from 1982, tells the heartwarming story of an alien who lands on Earth and forms a bond with a young boy named Elliott. Together, they embark on a journey filled with friendship and adventure, highlighted by the unforgettable line, ""ET phone home.""

Steven Spielberg masterfully crafted this film, infusing it with a sense of realism that makes ET feel like a genuine extraterrestrial searching for his family, rather than just a puppet or animated character. I truly felt a connection with ET, as if he were part of my own family.

The iconic moments, such as the famous bicycle ride and the heartfelt ""ET phone home"" scene, are etched in cinematic history, solidifying this film as one of the greatest masterpieces ever made. It’s the kind of movie you could watch on repeat, bringing a touch of classic Hollywood magic into your home.

I absolutely adore this film and find myself revisiting it often due to its incredible storytelling and emotional depth. I highly recommend it to everyone—it's a must-see classic that deserves a special place in your heart.",5,5
Rotten Tomatoes,Aiden K,Et The Extraterrestrial,I will always be there for you. Good movie 7.2/10,3.5,5
Rotten Tomatoes,John M,Et The Extraterrestrial,too old for 2025 better for 1980s,1.5,5
Rotten Tomatoes,Afonso H,Et The Extraterrestrial,"A compelling story about the wanting of going home, an absolute amazing film and definitely recommend all 95 minutes of this film🙏",4.5,5
Rotten Tomatoes,Zachary L,Et The Extraterrestrial,"This is one of my favorite movies and just an amazing piece of media. Just ignore the Atari game, then it is a perfect movie.",5,5
Rotten Tomatoes,Carson K,Et The Extraterrestrial,An awesome experience I felt it inside of me when I glanced upon such a MASSIVE creation. I would TAPER myself to a chair and watch this on repeat. Make sure your volume is not LOW when listening to this masterpiece. If this movie doesn't get above %90 I will FADE away like the anengers,5,5
Rotten Tomatoes,George R,Et The Extraterrestrial,"It may terrify my sister, but its one of my all time favorite movies with one of my favorite film soundtracks. Thank you Steven Spielberg and John Williams!",5,5
Rotten Tomatoes,N P,Et The Extraterrestrial,"""E.T. the Extra-Terrestrial"" is a perfect film that naturally masters interweaving family, friendship and heart in a one of a kind tale. Being one of the highest grossing and beloved movies of all time, many films directly afterwards have tried to replicate the unlikely animatronic friend and children against the world theme, the current Stranger Things harkens much inspiration, and when we think of classic 80s childhood movies that will always have a special place in our hearts - E.T. will always be referenced to no one's chagrin. Music by John Williams is always immaculate and highly memorable, the direction and camera techniques is purposeful with great pacing, a full, well-rounded story and full of love and care, countless iconic moments that are eternally pop culture quotable and stamped in our consciousness, the child actors, specifically Elliot and his family, are relatable, adorable and get our emotions every single time, and E.T. himself is a wonder, and somehow, they made this piece of rubber and a somewhat mysterious alien figure (which to this point, otherworldly beings from outer space were seen as against human kind and downright terrifying), lovable and the heart and soul of this entire film - if the production didn't get this right to a T, this movie simply wouldn't work. E.T. is a downright classic, gets better with time and is a must-watch for anyone from any background and of all ages - teaching us the value of interacting with our surroundings and individuals with empathy, light and love, and keeping that inner-child alive, healthy and well",5,5
